source	target	weight
h1SMcG0011744	h1SMnG0014549	0.7859511
h1SMcG0008441	h1SMcG0007473	0.78595215
h1SMcG0018146	h1SMnG0000904	0.7859524
h1SMcG0010789	h1SMnG0024335	0.7859526
h1SMcG0001020	h1SMcG0012870	0.7859531
h1SMcG0008373	h1SMcG0014968	0.7859533
h1SMcG0004695	h1SMnG0004577	0.7859535
h1SMcG0014159	h1SMcG0009763	0.78595394
h1SMcG0001396	h1SMnG0026106	0.7859541
h1SMcG0006886	h1SMnG0028056	0.7859545
h1SMcG0007933	h1SMnG0023943	0.78595454
h1SMcG0016880	h1SMcG0010674	0.78595495
h1SMcG0001396	h1SMnG0000073	0.78595495
h1SMcG0020191	h1SMnG0033209	0.7859552
h1SMcG0009116	h1SMnG0002698	0.78595555
h1SMcG0012446	h1SMcG0016488	0.78595626
h1SMcG0011844	h1SMnG0027615	0.7859563
h1SMcG0006635	h1SMcG0003819	0.78595644
h1SMcG0010860	h1SMnG0017439	0.7859565
h1SMcG0013048	h1SMcG0020156	0.78595656
h1SMcG0011844	h1SMnG0025406	0.78595674
h1SMcG0020191	h1SMcG0003376	0.785957
h1SMcG0007041	h1SMnG0024949	0.7859575
h1SMcG0010190	h1SMcG0004890	0.7859584
h1SMcG0010990	h1SMnG0033194	0.7859588
h1SMcG0003736	h1SMcG0018681	0.78595984
h1SMcG0006261	h1SMcG0020645	0.7859602
h1SMcG0006635	h1SMcG0013185	0.7859605
h1SMcG0011535	h1SMcG0018083	0.7859605
h1SMcG0015294	h1SMcG0001133	0.78596085
h1SMcG0013730	h1SMcG0021635	0.78596115
h1SMcG0011844	h1SMnG0006398	0.7859613
h1SMcG0022711	h1SMcG0005538	0.78596133
h1SMcG0010860	h1SMcG0012580	0.78596145
