source	target	weight
h1SMcG0009304	h1SMcG0009564	0.78992563
h1SMcG0006253	h1SMcG0019508	0.7899262
h1SMcG0012678	h1SMcG0008446	0.78992665
h1SMcG0010872	h1SMcG0016482	0.7899268
h1SMcG0003132	h1SMcG0022483	0.7899269
h1SMcG0023128	h1SMcG0003775	0.78992736
h1SMcG0005026	h1SMcG0019043	0.78992754
h1SMcG0012543	h1SMcG0020249	0.78992766
h1SMcG0005292	h1SMnG0011777	0.7899279
h1SMcG0020741	h1SMnG0015534	0.7899283
h1SMcG0011844	h1SMnG0029225	0.78992915
h1SMcG0005257	h1SMcG0002086	0.7899293
h1SMcG0011535	h1SMnG0024879	0.78992933
h1SMcG0006261	h1SMcG0022509	0.78992945
h1SMcG0003437	h1SMcG0011443	0.78992945
h1SMcG0009361	h1SMcG0002120	0.78992945
h1SMcG0008441	h1SMnG0017972	0.7899297
h1SMcG0018062	h1SMcG0019810	0.78993064
h1SMcG0018400	h1SMcG0016268	0.78993076
h1SMcG0001396	h1SMnG0026208	0.7899316
h1SMcG0007325	h1SMnG0014935	0.7899316
h1SMcG0000548	h1SMcG0022275	0.78993165
h1SMcG0008441	h1SMnG0011726	0.7899317
h1SMcG0007041	h1SMcG0012147	0.7899318
h1SMcG0006347	h1SMnG0033303	0.78993183
h1SMcG0006426	h1SMcG0021604	0.78993255
h1SMcG0000941	h1SMcG0015806	0.7899326
h1SMcG0020191	h1SMcG0006760	0.78993267
h1SMcG0004687	h1SMcG0017661	0.7899332
h1SMcG0010623	h1SMcG0011073	0.78993326
h1SMcG0000941	h1SMcG0021485	0.78993416
h1SMcG0006281	h1SMnG0018508	0.7899343
h1SMcG0023128	h1SMcG0015027	0.78993434
h1SMcG0006426	h1SMcG0001772	0.7899347
h1SMcG0006886	h1SMnG0016579	0.78993505
h1SMcG0018062	h1SMcG0012395	0.78993523
h1SMcG0012678	h1SMcG0005076	0.78993547
h1SMcG0009361	h1SMcG0011959	0.7899359
h1SMcG0001477	h1SMcG0022640	0.7899359
h1SMcG0007041	h1SMcG0003795	0.78993595
h1SMcG0008408	h1SMcG0002886	0.78993636
h1SMcG0015294	h1SMcG0008055	0.78993636
h1SMcG0009963	h1SMcG0010704	0.7899365
h1SMcG0013158	h1SMcG0020604	0.7899371
h1SMcG0003132	h1SMcG0012583	0.78993773
h1SMcG0015626	h1SMcG0016018	0.78993815
h1SMcG0011535	h1SMnG0003412	0.78993845
h1SMcG0016838	h1SMcG0016533	0.78993845
h1SMcG0013742	h1SMcG0005458	0.7899387
h1SMcG0006253	h1SMcG0009069	0.7899388
h1SMcG0011844	h1SMcG0019207	0.7899392
h1SMcG0004695	h1SMcG0007070	0.7899393
h1SMcG0022513	h1SMcG0018966	0.7899394
h1SMcG0021040	h1SMcG0020721	0.7899399
h1SMcG0013730	h1SMcG0018034	0.78994024
h1SMcG0006261	h1SMcG0016838	0.7899403
h1SMcG0020741	h1SMcG0010547	0.78994036
h1SMcG0012543	h1SMnG0019846	0.7899405
h1SMcG0010860	h1SMcG0002197	0.78994054
h1SMcG0011292	h1SMnG0032776	0.78994125
h1SMcG0004687	h1SMcG0014227	0.7899415
h1SMcG0000524	h1SMcG0005592	0.7899417
h1SMcG0020741	h1SMcG0019783	0.7899426
h1SMcG0003437	h1SMcG0020825	0.78994274
h1SMcG0011688	h1SMcG0017547	0.7899429
h1SMcG0002561	h1SMcG0011382	0.7899432
h1SMcG0012074	h1SMcG0020789	0.78994346
h1SMcG0018062	h1SMcG0005070	0.7899438
h1SMcG0015621	h1SMcG0016741	0.78994435
h1SMcG0009117	h1SMcG0000079	0.7899446
h1SMcG0006679	h1SMcG0013806	0.7899451
h1SMcG0006347	h1SMnG0027868	0.7899456
h1SMcG0008441	h1SMcG0013416	0.7899457
h1SMcG0006375	h1SMcG0016655	0.7899463
h1SMcG0012543	h1SMcG0000378	0.7899466
h1SMcG0006679	h1SMcG0022278	0.7899471
h1SMcG0012769	h1SMcG0001346	0.7899471
h1SMcG0000079	h1SMnG0024946	0.7899476
h1SMcG0017428	h1SMcG0018818	0.7899478
h1SMcG0017428	h1SMcG0014039	0.7899478
h1SMcG0020721	h1SMcG0012736	0.7899482
h1SMcG0023128	h1SMcG0016896	0.78994876
h1SMcG0008373	h1SMcG0012006	0.7899497
h1SMcG0013742	h1SMcG0013540	0.78994995
h1SMcG0008441	h1SMcG0014128	0.7899504
h1SMcG0006886	h1SMnG0015200	0.78995043
h1SMcG0007325	h1SMcG0017718	0.7899505
h1SMcG0009117	h1SMcG0010190	0.78995115
h1SMcG0006375	h1SMnG0015349	0.7899512
h1SMcG0020741	h1SMcG0006119	0.78995144
h1SMcG0020191	h1SMnG0001882	0.7899516
h1SMcG0003437	h1SMcG0006886	0.78995234
h1SMcG0012446	h1SMcG0021393	0.78995246
h1SMcG0012612	h1SMcG0018555	0.78995323
h1SMcG0005026	h1SMnG0028594	0.78995323
h1SMcG0002381	h1SMcG0003466	0.7899533
h1SMcG0000079	h1SMnG0033370	0.7899535
h1SMcG0009116	h1SMcG0009346	0.7899536
h1SMcG0018062	h1SMcG0007172	0.7899537
h1SMcG0017428	h1SMcG0009037	0.7899539
h1SMcG0011943	h1SMcG0015774	0.7899543
h1SMcG0011844	h1SMcG0009512	0.78995496
h1SMcG0006635	h1SMcG0011443	0.789955
h1SMcG0023128	h1SMcG0020726	0.7899551
h1SMcG0021040	h1SMcG0012017	0.7899552
h1SMcG0013730	h1SMcG0015703	0.7899564
h1SMcG0015294	h1SMcG0008755	0.78995645
