source	target	weight
h1SMcG0018836	h1SMnG0011517	0.7902546
h1SMcG0006315	h1SMcG0016387	0.7902548
h1SMcG0020557	h1SMcG0012094	0.79025483
h1SMcG0009963	h1SMcG0021238	0.7902556
h1SMcG0008401	h1SMcG0020385	0.7902558
h1SMcG0009116	h1SMcG0005030	0.79025584
h1SMcG0016703	h1SMcG0013693	0.7902561
h1SMcG0020557	h1SMnG0003245	0.7902561
h1SMcG0010789	h1SMcG0022403	0.79025614
h1SMcG0009117	h1SMcG0021000	0.7902567
h1SMcG0011654	h1SMcG0002517	0.7902568
h1SMcG0005292	h1SMcG0019152	0.79025775
h1SMcG0020456	h1SMcG0006574	0.7902579
h1SMcG0018872	h1SMnG0006343	0.7902582
h1SMcG0002143	h1SMcG0016044	0.7902585
h1SMcG0019799	h1SMcG0007404	0.79025894
h1SMcG0006886	h1SMcG0021644	0.7902597
h1SMcG0003793	h1SMcG0021272	0.7902602
h1SMcG0000285	h1SMcG0017592	0.79026043
h1SMcG0003759	h1SMcG0019616	0.7902605
h1SMcG0010789	h1SMnG0000264	0.7902605
h1SMcG0007933	h1SMcG0017425	0.79026055
h1SMcG0007933	h1SMnG0018998	0.7902611
h1SMcG0002214	h1SMcG0006828	0.7902611
h1SMcG0012543	h1SMcG0011425	0.79026127
h1SMcG0009686	h1SMcG0014430	0.7902613
