source	target	weight
h1SMcG0006261	h1SMcG0016182	0.793164
h1SMcG0006261	h1SMcG0015677	0.7931642
h1SMcG0004352	h1SMcG0014111	0.7931642
h1SMcG0020810	h1SMcG0008177	0.7931651
h1SMcG0000282	h1SMcG0015858	0.7931651
h1SMcG0015294	h1SMnG0003871	0.7931667
h1SMcG0000803	h1SMcG0019213	0.79316676
h1SMcG0005728	h1SMcG0020316	0.79316676
h1SMcG0008373	h1SMcG0011580	0.79316676
h1SMcG0005728	h1SMcG0011708	0.7931671
h1SMcG0006261	h1SMnG0012591	0.79316795
h1SMcG0019799	h1SMcG0010315	0.79316807
h1SMcG0020709	h1SMcG0010717	0.7931682
h1SMcG0013880	h1SMcG0014126	0.79316825
h1SMcG0015283	h1SMcG0007886	0.79316825
h1SMcG0012446	h1SMcG0021968	0.7931683
h1SMcG0010789	h1SMcG0018099	0.7931685
h1SMcG0023128	h1SMnG0016492	0.7931686
h1SMcG0006281	h1SMcG0011525	0.7931687
h1SMcG0020741	h1SMcG0017993	0.79316884
h1SMcG0006635	h1SMcG0009358	0.7931691
h1SMcG0006886	h1SMnG0012844	0.79316914
h1SMcG0012678	h1SMnG0027807	0.79316926
h1SMcG0000761	h1SMcG0022623	0.7931694
h1SMcG0018872	h1SMcG0001911	0.79316944
h1SMcG0015595	h1SMnG0034775	0.7931695
h1SMcG0007864	h1SMnG0027926	0.7931699
h1SMcG0009963	h1SMnG0018927	0.7931699
h1SMcG0006679	h1SMcG0006548	0.7931707
h1SMcG0006261	h1SMcG0016191	0.79317087
h1SMcG0008833	h1SMnG0011907	0.7931712
h1SMcG0015283	h1SMcG0017268	0.7931717
h1SMcG0021045	h1SMcG0003304	0.79317224
h1SMcG0020741	h1SMcG0021986	0.7931723
h1SMcG0000524	h1SMnG0014493	0.7931724
h1SMcG0021263	h1SMnG0034746	0.7931726
h1SMcG0010789	h1SMcG0017545	0.79317266
h1SMcG0012543	h1SMcG0002212	0.79317296
h1SMcG0021040	h1SMcG0008987	0.79317296
h1SMcG0012074	h1SMcG0018533	0.793173
h1SMcG0012543	h1SMcG0009999	0.7931732
h1SMcG0020709	h1SMcG0018824	0.7931737
h1SMcG0010990	h1SMnG0001796	0.7931738
h1SMcG0018146	h1SMcG0002706	0.7931745
h1SMcG0010190	h1SMcG0001485	0.7931756
h1SMcG0012074	h1SMcG0011960	0.79317605
h1SMcG0000941	h1SMcG0010898	0.79317623
h1SMcG0016703	h1SMcG0012050	0.79317635
h1SMcG0000524	h1SMcG0018662	0.79317665
h1SMcG0000524	h1SMcG0018473	0.79317695
h1SMcG0010789	h1SMnG0026331	0.79317737
h1SMcG0021045	h1SMcG0014995	0.79317766
h1SMcG0020709	h1SMnG0020159	0.7931778
h1SMcG0015294	h1SMcG0021370	0.7931778
h1SMcG0000079	h1SMcG0019483	0.7931779
h1SMcG0008833	h1SMcG0012147	0.7931781
h1SMcG0009963	h1SMnG0016594	0.7931787
h1SMcG0016896	h1SMnG0017098	0.7931793
h1SMcG0009963	h1SMnG0020071	0.79317945
h1SMcG0010990	h1SMcG0000706	0.79317945
h1SMcG0009934	h1SMcG0010609	0.7931802
h1SMcG0013730	h1SMnG0034616	0.7931802
h1SMcG0010707	h1SMcG0022409	0.79318064
h1SMcG0006261	h1SMcG0005444	0.79318064
h1SMcG0020191	h1SMcG0005736	0.7931809
h1SMcG0004352	h1SMnG0012433	0.79318124
h1SMcG0002214	h1SMcG0012565	0.79318136
h1SMcG0000761	h1SMcG0001440	0.7931818
h1SMcG0020741	h1SMcG0008643	0.7931818
h1SMcG0021263	h1SMnG0034761	0.793182
h1SMcG0019799	h1SMnG0016102	0.7931823
h1SMcG0006426	h1SMcG0015826	0.79318243
h1SMcG0020889	h1SMcG0021000	0.79318255
h1SMcG0011844	h1SMnG0019539	0.79318255
h1SMcG0011535	h1SMcG0000064	0.7931826
h1SMcG0009963	h1SMnG0022712	0.79318285
h1SMcG0000524	h1SMnG0031153	0.7931835
h1SMcG0013730	h1SMcG0022169	0.79318404
h1SMcG0017675	h1SMcG0019919	0.7931843
h1SMcG0000761	h1SMcG0005763	0.7931845
h1SMcG0006347	h1SMcG0007131	0.7931848
h1SMcG0006253	h1SMcG0000586	0.7931852
h1SMcG0021045	h1SMcG0019324	0.79318553
h1SMcG0009963	h1SMcG0020905	0.7931858
h1SMcG0020810	h1SMcG0021362	0.7931859
h1SMcG0000978	h1SMcG0006019	0.79318595
h1SMcG0019799	h1SMcG0019911	0.7931863
h1SMcG0023128	h1SMnG0028465	0.7931866
h1SMcG0007933	h1SMnG0017956	0.793187
h1SMcG0021045	h1SMcG0002440	0.7931872
h1SMcG0005177	h1SMcG0018100	0.7931872
h1SMcG0007933	h1SMcG0006529	0.79318744
h1SMcG0006684	h1SMcG0021076	0.79318786
h1SMcG0020741	h1SMcG0020258	0.7931879
h1SMcG0002143	h1SMcG0008583	0.793188
h1SMcG0020741	h1SMcG0006730	0.793188
h1SMcG0006253	h1SMcG0002582	0.7931885
h1SMcG0000761	h1SMnG0014622	0.7931889
h1SMcG0023128	h1SMnG0014885	0.7931891
h1SMcG0006261	h1SMnG0032782	0.7931891
h1SMcG0012446	h1SMnG0024274	0.7931892
h1SMcG0016472	h1SMcG0004252	0.7931892
h1SMcG0009963	h1SMcG0014375	0.79318935
h1SMcG0012543	h1SMcG0003778	0.79318935
h1SMcG0013730	h1SMcG0000643	0.79318976
h1SMcG0006886	h1SMcG0016600	0.7931901
h1SMcG0021045	h1SMnG0012221	0.79319024
h1SMcG0000761	h1SMnG0033326	0.7931903
h1SMcG0004695	h1SMcG0003062	0.7931904
h1SMcG0000524	h1SMcG0022060	0.7931906
h1SMcG0018894	h1SMcG0000979	0.79319096
h1SMcG0012074	h1SMcG0002026	0.7931916
h1SMcG0015283	h1SMcG0000902	0.79319173
h1SMcG0008373	h1SMcG0015374	0.79319197
h1SMcG0000285	h1SMcG0006754	0.79319257
h1SMcG0020810	h1SMcG0022348	0.79319286
h1SMcG0016730	h1SMcG0000190	0.7931933
h1SMcG0013730	h1SMcG0011813	0.7931937
h1SMcG0003132	h1SMcG0002949	0.79319376
h1SMcG0006281	h1SMcG0003461	0.7931942
h1SMcG0002561	h1SMnG0032852	0.79319423
h1SMcG0006281	h1SMcG0009477	0.7931943
h1SMcG0006253	h1SMcG0018824	0.79319435
h1SMcG0002214	h1SMcG0016123	0.79319453
h1SMcG0008833	h1SMcG0014607	0.7931947
h1SMcG0006426	h1SMcG0012841	0.79319525
h1SMcG0021040	h1SMcG0017356	0.79319555
h1SMcG0004695	h1SMcG0013573	0.79319566
h1SMcG0013880	h1SMcG0000205	0.7931959
h1SMcG0012678	h1SMcG0007567	0.7931959
h1SMcG0011844	h1SMnG0014469	0.79319614
h1SMcG0010990	h1SMnG0025400	0.7931963
h1SMcG0016472	h1SMcG0016998	0.7931982
h1SMcG0000803	h1SMcG0008964	0.7931984
h1SMcG0016896	h1SMcG0002003	0.79319847
h1SMcG0016896	h1SMcG0016440	0.79319865
h1SMcG0016956	h1SMcG0011556	0.7931987
h1SMcG0013730	h1SMcG0017264	0.7931987
h1SMcG0021040	h1SMcG0015875	0.793199
h1SMcG0018265	h1SMcG0008598	0.79319906
h1SMcG0005728	h1SMcG0015369	0.7932001
h1SMcG0012769	h1SMcG0012006	0.7932001
h1SMcG0015283	h1SMcG0005133	0.7932006
h1SMcG0021040	h1SMnG0013237	0.79320115
h1SMcG0006253	h1SMnG0025489	0.793202
h1SMcG0012543	h1SMnG0014510	0.7932023
h1SMcG0003793	h1SMcG0000866	0.79320264
h1SMcG0006347	h1SMcG0021022	0.79320306
h1SMcG0003130	h1SMcG0020082	0.79320383
h1SMcG0010190	h1SMnG0014705	0.7932039
h1SMcG0010190	h1SMcG0021102	0.7932039
h1SMcG0011535	h1SMnG0012519	0.79320407
h1SMcG0006679	h1SMnG0032716	0.7932044
h1SMcG0005728	h1SMcG0020489	0.79320467
h1SMcG0000803	h1SMnG0026727	0.7932052
h1SMcG0012074	h1SMcG0001983	0.7932055
h1SMcG0010190	h1SMcG0017442	0.79320586
h1SMcG0013880	h1SMcG0020509	0.7932059
h1SMcG0006261	h1SMcG0001247	0.79320616
h1SMcG0004695	h1SMnG0032159	0.7932073
h1SMcG0005320	h1SMcG0009990	0.79320776
h1SMcG0021045	h1SMnG0029841	0.7932079
h1SMcG0021263	h1SMcG0009775	0.7932085
h1SMcG0006253	h1SMcG0019539	0.79320896
h1SMcG0005728	h1SMcG0017065	0.79320943
h1SMcG0020709	h1SMcG0008244	0.79321
h1SMcG0021045	h1SMnG0027435	0.7932102
h1SMcG0006684	h1SMcG0005340	0.79321074
h1SMcG0015294	h1SMcG0008481	0.7932109
h1SMcG0005728	h1SMcG0020991	0.7932109
h1SMcG0000803	h1SMcG0011479	0.7932112
h1SMcG0006465	h1SMcG0008598	0.79321164
h1SMcG0021045	h1SMnG0017952	0.7932119
h1SMcG0016956	h1SMcG0004269	0.7932124
h1SMcG0006886	h1SMnG0015120	0.7932125
h1SMcG0009963	h1SMcG0009476	0.7932131
h1SMcG0020810	h1SMcG0017731	0.793214
h1SMcG0006886	h1SMcG0019655	0.793214
h1SMcG0000285	h1SMcG0010668	0.79321414
h1SMcG0003130	h1SMcG0014565	0.7932145
h1SMcG0002381	h1SMcG0006569	0.79321456
h1SMcG0010190	h1SMcG0014874	0.79321563
h1SMcG0020889	h1SMcG0019758	0.7932159
h1SMcG0004695	h1SMcG0011900	0.79321593
h1SMcG0021045	h1SMnG0003591	0.7932162
h1SMcG0010990	h1SMnG0022052	0.7932163
h1SMcG0020889	h1SMcG0023144	0.7932167
h1SMcG0011535	h1SMcG0007770	0.7932174
h1SMcG0020191	h1SMcG0016176	0.79321766
h1SMcG0023128	h1SMcG0019094	0.79321784
h1SMcG0016956	h1SMcG0012731	0.7932179
h1SMcG0013880	h1SMcG0000749	0.7932181
h1SMcG0012769	h1SMcG0016750	0.79321814
h1SMcG0018872	h1SMnG0031125	0.79321814
h1SMcG0020721	h1SMcG0007797	0.7932187
h1SMcG0006261	h1SMcG0015880	0.79321873
h1SMcG0018146	h1SMnG0030298	0.7932189
h1SMcG0006465	h1SMcG0020613	0.79321915
h1SMcG0008373	h1SMcG0021663	0.79321927
h1SMcG0021263	h1SMcG0005823	0.7932198
h1SMcG0011688	h1SMcG0020811	0.79322004
h1SMcG0006347	h1SMcG0007364	0.7932201
h1SMcG0006261	h1SMcG0013445	0.7932205
h1SMcG0008373	h1SMcG0012045	0.79322064
h1SMcG0005177	h1SMcG0020711	0.7932207
h1SMcG0008523	h1SMcG0005244	0.79322106
h1SMcG0015193	h1SMcG0000850	0.7932213
h1SMcG0006886	h1SMnG0024038	0.79322153
h1SMcG0020810	h1SMcG0015282	0.79322153
h1SMcG0013880	h1SMcG0020989	0.7932218
h1SMcG0011844	h1SMcG0012748	0.79322183
h1SMcG0006886	h1SMnG0032788	0.793222
h1SMcG0018146	h1SMnG0035612	0.79322207
h1SMcG0020810	h1SMnG0017066	0.79322255
h1SMcG0012074	h1SMcG0021739	0.79322284
h1SMcG0011844	h1SMcG0011897	0.793223
h1SMcG0006281	h1SMcG0011214	0.79322344
h1SMcG0013880	h1SMcG0004702	0.7932241
h1SMcG0007933	h1SMcG0008621	0.7932241
h1SMcG0020741	h1SMcG0001198	0.79322416
h1SMcG0022892	h1SMcG0005244	0.79322445
h1SMcG0006253	h1SMcG0000909	0.79322445
h1SMcG0000761	h1SMcG0004656	0.7932259
h1SMcG0007864	h1SMnG0016577	0.793226
h1SMcG0006684	h1SMcG0021182	0.79322624
h1SMcG0006281	h1SMcG0006961	0.7932263
h1SMcG0020709	h1SMnG0000432	0.7932267
h1SMcG0003132	h1SMcG0006160	0.7932267
h1SMcG0016956	h1SMcG0022389	0.7932273
h1SMcG0008833	h1SMcG0017044	0.7932284
h1SMcG0007933	h1SMnG0014953	0.79322886
h1SMcG0008833	h1SMcG0004410	0.7932289
h1SMcG0016896	h1SMcG0019151	0.79322904
h1SMcG0002143	h1SMcG0006211	0.79322916
h1SMcG0018872	h1SMnG0008784	0.7932294
h1SMcG0002143	h1SMcG0017748	0.7932297
h1SMcG0005728	h1SMcG0015118	0.7932298
h1SMcG0002380	h1SMcG0000524	0.79323
h1SMcG0018872	h1SMnG0010546	0.79323006
h1SMcG0006253	h1SMcG0016545	0.7932304
h1SMcG0000761	h1SMcG0008636	0.7932308
h1SMcG0003793	h1SMcG0015427	0.79323095
h1SMcG0005257	h1SMcG0011251	0.793231
h1SMcG0004695	h1SMcG0010892	0.79323167
h1SMcG0005728	h1SMcG0008416	0.7932317
h1SMcG0018872	h1SMnG0024335	0.793232
h1SMcG0015283	h1SMcG0004695	0.7932321
h1SMcG0006684	h1SMcG0017995	0.79323226
h1SMcG0000941	h1SMcG0020629	0.7932327
h1SMcG0006261	h1SMcG0002600	0.7932328
h1SMcG0002143	h1SMnG0033203	0.79323286
h1SMcG0000803	h1SMcG0009848	0.7932331
h1SMcG0005728	h1SMcG0019454	0.79323334
